Name,Country,Local,Floor,Apartment,Parking
Hadar Peretz,972,576217176,28,93,1159
Nadav Ninio,972,549342707,19,21,1032
Maya Gabbay,972,590083130,8,6,819
Tamar Avitan,972,579111819,13,44,1044
Gal Lupin,972,526942980,25,51,732
Dor Avraham,972,543864381,1,193,817
Gal Avitan,972,588888302,24,87,1060
Kfir Elbaz,972,559982280,16,200,173
Shelly Tzadok,972,543827471,11,115,29
Gal Dayan,972,581722819,29,19,1147
Yona Golani,972,595754868,23,53,179
Rina Peretz,972,553993967,13,119,23
Yael Avraham,972,511638121,14,126,319
Yossi Tzadok,972,518543811,5,43,227
Hadar Avraham,972,593347717,17,21,897
Erez Cohen,972,547852874,10,10,411
Sharon Shapira,972,521002905,22,19,857
Omer Ashkenazi,972,548948989,15,75,410
Eli Sasson,972,556647377,7,55,1195
Or Dayan,972,593615102,25,62,41
Rina Koren,972,566589203,26,194,462
Yarden Ashkenazi,972,508288422,24,64,1252
Yossi Tal,972,578316562,29,71,687
Gal Golani,972,553926782,1,179,932
Shelly Shmueli,972,551912383,4,51,1187
Itay Baruch,972,584657551,12,49,70
Erez Amar,972,584062911,10,76,1022
Eli Melamed,972,555710855,6,156,969
Erez Kimchi,972,543844354,13,157,1031
Dana Kimchi,972,574010887,7,194,18
Or BenAri,972,571665591,5,78,398
Rina BenAri,972,573416505,6,143,1179
Noy Alfasi,972,534321115,3,140,1311
Maya Gabbay,972,529759437,1,188,1319
Daniel Kaplan,972,593312904,7,5,270
Ronen Golan,972,555669195,7,23,645
Erez Kimchi,972,595850712,26,75,1152
Gal Golani,972,555030523,19,66,481
Shelly Ashkenazi,972,551693986,25,23,363
Roi BenAri,972,535375927,3,29,407
Kfir Dayan,972,562921265,18,66,1221
Michal Ninio,972,564856734,6,81,409
Gal Cohen,972,554536118,21,15,460
Dalia Gold,972,531683589,26,163,334
Yael BenAri,972,543833754,30,180,1231
Lior Moyal,972,575467760,11,83,1294
Yarden Halimi,972,590962233,30,124,1482
Yuval Moyal,972,506577011,30,130,28
Michal Elbaz,972,520177899,12,159,360
Rina Sela,972,572033260,18,81,426
Yoav Sela,972,504129678,18,150,413
Ariel Koren,972,509293258,28,192,682
Hadar Sharabi,972,560587921,7,200,1485
Leah Weiss,972,588902028,15,5,620
Dor Golan,972,541734186,18,127,362
Ilana Sela,972,536879850,4,37,982
Or Dahan,972,573247966,29,42,871
Yoav Sabag,972,574835575,19,23,232
Vered Halabi,972,599493790,7,123,440
Aviv Shalom,972,501953405,1,49,581
Adi Tzadok,972,537040608,26,192,735
Tamar Ashkenazi,972,517776685,12,130,144
Sharon Dayan,972,530258547,23,157,351
Yuval Alfasi,972,573848265,5,176,337
Talia Levi,972,500722481,30,189,745
Hadar Hazan,972,507373381,5,79,1377
Noy Avraham,972,575023616,17,130,101
Ilana Malka,972,510649095,11,146,399
Roi Sultan,972,581301386,12,191,943
Alon Derby,972,566104828,11,62,1440
Yoav Sasson,972,559821149,2,95,1270
Hadar Hazan,972,530548134,16,59,191
Lior Sela,972,569596451,1,43,750
Lior Melamed,972,563651201,24,146,500
Aviv Derby,972,557571490,2,198,279
Omer BenAmi,972,521822383,0,67,480
Aviv BenAmi,972,545338048,2,13,144
Hadar Lupin,972,591803469,26,158,999
Adi Hazan,972,544655544,7,151,193
Tal Kimchi,972,554693791,17,141,566
Shai Koren,972,564084455,8,116,287
Dalia Mizrahi,972,545262637,2,162,963
Yael Mizrahi,972,581726679,1,9,967
Yael Kimchi,972,546535908,28,16,39
Dalia Elbaz,972,522819800,29,22,1036
Rina Gold,972,514584090,17,142,838
Yuval Derby,972,599114576,1,196,89
Leah Weiss,972,567643671,3,178,431
Yarden Weiss,972,524044997,26,113,289
Sharon Golani,972,539569495,19,156,1132
Ronen Avitan,972,592697503,6,128,973
Leah Sultan,972,522795977,15,128,195
Yael Tzadok,972,534982014,21,41,1474
Yuval Shalom,972,580957937,12,11,465
Dana Gabbay,972,511958214,15,130,680
Noa Dahan,972,535803755,27,200,1403
Maya Dayan,972,595347841,3,119,826
Vered Levi,972,580987344,1,131,57
Dalia Azoulay,972,559996744,30,109,1305
Gal Avitan,972,528317480,25,29,418
Omer Dayan,972,598196156,7,200,817
Yuval Biton,972,521756507,1,144,86
Michal Amar,972,589463983,6,180,934
Talia Avitan,972,569328796,11,199,72
Dana Halabi,972,525982455,7,57,821
Leah Tzadok,972,520397467,25,45,697
Maya Weiss,972,512113640,13,81,291
Michal Dahan,972,580377171,14,20,832
Kfir Weiss,972,597338146,14,41,1095
Eli Kimchi,972,521247970,12,48,34
Alon Gabbay,972,566653121,6,136,1268
Maya Ashkenazi,972,551221685,18,109,149
Sharon Golan,972,579992677,29,31,1201
Daniel Tal,972,545716423,26,98,43
Rina Weiss,972,510328810,1,56,380
Gal Baruch,972,577052064,5,170,207
Lior Haddad,972,555275046,20,133,270
Daniel Dayan,972,582967583,28,38,1466
Kfir Elbaz,972,545913794,2,174,206
Sharon Levi,972,507393248,7,166,1078
Noy Halabi,972,556597761,20,163,970
Hila Tal,972,589263005,1,83,929
Hadar Halabi,972,513348137,7,66,654
Daniel Sharabi,972,550439238,6,103,389
Noa Sela,972,581410121,16,176,909
Leah Baruch,972,524145500,11,190,1225
Hila Azoulay,972,560008872,6,160,1403
Shira Malka,972,543330140,14,181,960
Eli Kimchi,972,591982506,6,141,1439
Sharon Golan,972,569502077,1,115,944
Vered Weiss,972,532693392,26,127,1075
Tal Ninio,972,514857041,9,111,729
Barak Derby,972,588156226,25,87,1170
Roi Sharabi,972,503951501,2,120,1278
Noa Mizrahi,972,568524793,2,32,127
Yossi Shmueli,972,565758503,1,119,493
Asaf Biton,972,502500524,19,195,859
Ilana Gold,972,556614304,6,195,53
Yarden Moyal,972,509929957,10,133,724
Leah Shalom,972,593954522,24,87,729
Tal Derby,972,547935142,30,135,551
Ronen Elbaz,972,582031170,19,66,43
Nadav Azoulay,972,562390044,19,140,1182
Yossi Ninio,972,575308264,29,155,1222
Noy Halabi,972,529643258,14,193,940
Ariel Halimi,972,538677259,17,64,52
Daniel Peretz,972,560683263,13,180,248
Yael Sabag,972,532931001,20,199,1072
Vered Shapira,972,504745625,7,51,1132
Asaf Sabag,972,589080620,3,160,1039
Yael Baruch,972,550594778,0,176,455
Yarden Elbaz,972,519971613,8,147,1018
Yoav Ashkenazi,972,539802113,26,102,723
Leah Derby,972,567895583,6,91,1291
Yael Kaplan,972,591119636,15,40,886
Roi Dayan,972,545540177,9,15,910
Yona Sharabi,972,545349854,11,4,366
Leah Golani,972,503120426,20,36,1278
Alon Kaplan,972,549212684,1,30,289
Idan Haddad,972,508178016,30,73,1489
Rotem Koren,972,525931694,8,131,51
Tamar Avraham,972,542827354,23,197,1077
Or Golani,972,576583408,9,131,564
Rotem Azoulay,972,516791223,9,183,893
Itay Levi,972,531205333,29,118,418
Hadar Avitan,972,536552010,0,36,27
Dor Dahan,972,559639389,21,146,618
Shai Sasson,972,541390639,29,98,571
Vered Weiss,972,564532584,7,59,543
Talia Sabag,972,508342009,8,192,458
Dana Golani,972,502310475,28,48,148
Nadav Lupin,972,533811269,21,45,777
Asaf Sela,972,515079196,26,63,759
Noy Avraham,972,563494010,29,129,388
Leah Cohen,972,565642554,5,113,1315
Maya Alfasi,972,552750148,21,99,236
Ilana Haddad,972,573229799,3,56,250
Leah Ninio,972,508705716,26,82,629
Leah Golani,972,513556301,29,25,4
Shelly Melamed,972,535832834,18,46,107
Shira Avitan,972,502764553,6,66,462
Lior Hazan,972,504088647,21,111,92
Shai Halabi,972,586429120,7,88,78
Yuval Dayan,972,526680466,1,89,491
Leah Kaplan,972,566694907,29,48,510
Alon Kimchi,972,580778532,18,5,161
Adi Shalom,972,575288291,17,25,1435
Rotem Mor,972,590193293,16,148,523
Erez Mor,972,529386943,2,168,155
Shelly Biton,972,555366788,30,72,494
Omer Mizrahi,972,508380190,10,86,1283
Daniel Golani,972,568310881,8,124,968
Gal Amar,972,509309617,14,145,238
Gadi Gabbay,972,544228362,28,94,143
Or Mizrahi,972,583746243,28,60,714
Roi Malka,972,598649558,3,119,146
Ronen Halabi,972,528250010,22,59,294
Nadav Gold,972,504035095,4,177,189
Yuval Amar,972,591069783,4,41,1225
Lior Mor,972,539496234,20,34,469
Sharon Golani,972,575921293,9,160,426
Dana Tal,972,599086743,24,172,998
Yuval Halabi,972,559726854,7,61,968
Roi Levi,972,518082574,3,122,349
Yona Tzadok,972,505604912,24,195,1498
Rotem Biton,972,537815422,6,182,1051
Roi Elbaz,972,516924243,6,188,956
Asaf Halimi,972,565605880,21,164,690
Barak Alfasi,972,541759680,20,27,1180
Hila Dahan,972,570014090,8,194,1404
Alon Sabag,972,579997877,3,35,581
Gal Dayan,972,530931882,18,198,83
Hadar Elbaz,972,556571464,15,26,673
Asaf Peretz,972,525340637,19,91,1138
Noa Peretz,972,599360313,1,141,27
Rotem Kimchi,972,590510323,25,31,941
Lior Haddad,972,507263930,5,132,384
Nadav Dayan,972,558532060,3,4,265
Aviv BenAri,972,598377013,22,84,1258
Yoav Amar,972,515959192,3,70,923
Erez Mizrahi,972,554347271,19,98,827
Lior BenAri,972,540886515,23,20,657
Omer Dahan,972,564816738,28,159,653
Kfir Ashkenazi,972,533252047,25,198,1449
Aviv Golani,972,542437007,13,51,475
Yael Haddad,972,536309008,3,164,864
Gal Elbaz,972,551359722,19,70,60
Yoav Melamed,972,511485073,3,64,529
Michal Sabag,972,530973843,23,144,547
Nadav Sela,972,544388487,14,38,1308
Ilana Sharabi,972,540406014,17,132,427
Dor Peretz,972,506756311,0,182,162
Itay Alfasi,972,547004780,7,101,103
Yael Halimi,972,511295811,23,18,869
Eli Dahan,972,579932140,12,96,800
Maya Haddad,972,505499149,0,112,25
Gal Dayan,972,537926533,9,169,709
Yossi Cohen,972,521809771,4,24,35
Yarden Sultan,972,597236839,18,100,269
Shai Sela,972,554063417,28,98,699
Dana Shalom,972,597382568,19,63,68
Shira Gabbay,972,573011370,26,130,74
Alon Halabi,972,556905466,3,15,1421
Alon Tzadok,972,512478705,3,25,804
Itay Elbaz,972,507957302,28,169,1338
Tal Sultan,972,588474428,30,58,185
Hila Shalom,972,547249525,13,66,247
Alon Kaplan,972,532034963,28,169,1237
Michal Hazan,972,588019366,9,53,1383
Itay Halimi,972,548888991,15,158,123
Tal Koren,972,544835569,24,34,442
Rotem Shapira,972,554359176,10,100,607
Michal Mor,972,516750519,18,3,638
Ariel BenAmi,972,548206777,24,157,588
Adi Mor,972,546804305,1,46,1455
Hila Kaplan,972,571091495,9,75,281
Lior Koren,972,515829542,18,78,308
Sharon Biton,972,527162352,9,26,1073
Lior Azoulay,972,566189073,23,83,811
Ronen Dahan,972,543188911,28,145,818
Shelly Gold,972,515945401,30,93,530
Kfir Sasson,972,563770567,13,23,1026
Shira Mizrahi,972,591264095,25,26,576
Daniel Amar,972,515975030,5,53,957
Asaf Shapira,972,559354209,8,182,36
Tamar BenAmi,972,514945215,0,77,790
Rina Biton,972,530760735,0,100,71
Shai Elbaz,972,558094486,7,72,975
Hadar Kimchi,972,540207004,5,181,277
Rina Halimi,972,596450252,22,102,1385
Ariel Shapira,972,561821108,22,138,745
Adi Baruch,972,513263218,16,33,1010
Ronen Golan,972,529883968,5,138,270
Dana Malka,972,551249372,18,119,1289
Aviv Golan,972,534290517,24,5,943
Yoav Golani,972,522906138,15,171,1386
Dor Ninio,972,547862124,29,76,1434
Hadar Golan,972,523610262,18,77,41
Tamar Lupin,972,574658679,24,194,327
Michal Levi,972,528439057,12,175,921
Vered Amar,972,576456359,10,38,776
Leah Mizrahi,972,516231108,7,112,1218
Itay Gabbay,972,551943923,3,157,673
Daniel Alfasi,972,535023874,8,38,1398
Yael BenAmi,972,518481425,26,182,847
Yarden Golan,972,524462721,8,38,386
Tamar Halabi,972,529688852,22,148,541
Aviv Avitan,972,592988240,27,61,571
Lior Tal,972,525885543,7,99,1069
Yossi Koren,972,550451554,24,180,139
Yarden Ashkenazi,972,595416131,10,34,345
Omer Tal,972,594114773,21,115,1478
Sharon BenAmi,972,592595575,23,81,376
Eli Moyal,972,554528595,22,192,1349
Ilana Halabi,972,552858655,20,4,914
Gadi Biton,972,558486390,21,6,683
Idan Shapira,972,559856964,26,113,1109
Shelly Mizrahi,972,553102241,27,107,248
Yael Cohen,972,561905980,9,183,738
Ariel Halimi,972,568585660,17,126,1195
Yarden Mor,972,548827891,25,37,685
Leah Haddad,972,564645251,12,54,868
Yael Gold,972,520222885,26,196,513
Erez Kaplan,972,519331721,8,39,364
Hadar Sharabi,972,589646730,26,192,157
Omer Shalom,972,552356073,30,94,1420
Shai Tzadok,972,523598639,11,53,497
Noa Kimchi,972,573180332,24,33,270
Shai BenAmi,972,596498991,19,107,911
Rina Dahan,972,535678688,1,102,1362
Lior Levi,972,555561791,1,199,551
Adi Hazan,972,591307206,8,161,856
Rotem BenAri,972,535056519,5,194,666
Roi Avraham,972,531819294,24,154,1112
Gadi Weiss,972,568407409,18,76,936
Rina Sultan,972,536195430,21,125,767
Alon Azoulay,972,561106524,10,199,688
Yossi BenAri,972,543360500,16,118,1137
Erez Ashkenazi,972,514438736,14,198,130
Noy Avitan,972,537468414,20,199,53
Ilana Levi,972,565537299,14,57,1323
Itay Sharabi,972,598115564,26,130,364
Asaf Koren,972,592513225,26,92,1434
Ariel Tzadok,972,546696167,15,136,242
Vered Amar,972,501576244,12,144,605
Adi Shapira,972,534837384,7,171,852
Shira Haddad,972,509798482,22,79,568
Kfir Halimi,972,569900205,25,47,936
Ilana Derby,972,533054324,13,18,119
Idan Azoulay,972,554228276,11,74,857
Tal Alfasi,972,517253953,22,30,1398
Ronen Dahan,972,579469096,11,120,1026
Vered Melamed,972,571703431,29,122,595
Daniel BenAri,972,551471585,28,121,468
Noa Golan,972,564421329,19,111,885
Dalia Koren,972,590847560,5,187,67
Barak Levi,972,506743415,29,190,426
Idan Mizrahi,972,558152661,3,3,1308
Yarden Weiss,972,528192916,17,98,1172
Or Dayan,972,566633820,2,143,1432
Dana Alfasi,972,522086498,20,119,716
Aviv Malka,972,503263792,11,53,357
Shai Shapira,972,586772831,28,121,890
Yossi Mizrahi,972,513287644,6,8,31
Aviv Sela,972,515654526,5,166,457
Or Lupin,972,573099393,22,180,1221
Yona Kaplan,972,555904834,18,75,1078
Hila Shapira,972,557513634,11,195,112
Or Shalom,972,525805015,26,14,146
Rina BenAri,972,518668408,12,42,105
Dana Malka,972,535318435,2,97,156
Asaf BenAmi,972,519038696,15,107,947
Tamar Golan,972,556554726,30,66,870
Hadar Melamed,972,588256230,18,153,203
Sharon Baruch,972,584765146,11,107,1131
Or Avitan,972,566039868,17,123,1324
Shelly Tal,972,576612423,8,159,38
Daniel Levi,972,556021059,10,70,514
Dana Elbaz,972,532320563,28,12,378
Yuval Melamed,972,542403637,11,111,427
Hadar Sela,972,589816070,10,92,1093
Itay Ashkenazi,972,565181878,9,164,940
Maya Gabbay,972,566816202,19,109,738
Dalia BenAri,972,562390297,1,66,1003
Hila Dahan,972,571480838,13,24,1444
Vered Sela,972,599544528,4,61,405
Daniel Haddad,972,554908240,10,42,1041
Yona Lupin,972,548196409,16,50,366
Omer Shalom,972,512773552,28,7,152
Yossi Shmueli,972,513760402,27,132,1175
Kfir Sasson,972,580313761,16,96,1478
Barak Mor,972,516789492,26,197,534
Dalia Malka,972,522243695,20,14,1499
Hila Elbaz,972,513806320,8,134,103
Dor Golani,972,593372992,0,60,1262
Michal Derby,972,599632404,25,105,1051
Itay Sasson,972,504068892,30,82,690
Talia BenAri,972,503831393,22,112,1439
Ronen Sasson,972,587305199,18,50,564
Gadi Kimchi,972,512767774,28,139,556
Hadar Gabbay,972,566182453,20,194,1220
Rina Levi,972,585150005,19,146,738
Ronen Melamed,972,559585031,5,52,769
Tamar Cohen,972,590787727,10,30,66
Shira Malka,972,507893890,16,137,1268
Noa Ninio,972,557138442,6,8,535
Dana Melamed,972,579821533,20,148,359
Yarden Golani,972,526964469,27,187,777
Gal Weiss,972,538252603,21,64,423
Ronen Weiss,972,508546072,9,6,162
Sharon Haddad,972,575252823,3,179,1262
Nadav Baruch,972,563603294,26,70,1220
Yona Shalom,972,580818882,24,76,1377
Nadav Mor,972,505193156,8,85,11
Noy Golani,972,504497926,23,190,1029
Dor Halabi,972,514413370,12,16,1427
Roi Dahan,972,568299565,22,187,1289
Yossi Golan,972,529517858,21,71,326
Roi Shapira,972,528700897,25,70,13
Kfir Dayan,972,561788729,13,31,1111
Dalia Peretz,972,571346656,10,73,367
Leah Baruch,972,589522308,22,123,25
Hadar Koren,972,537690150,0,72,1462
Dana Golan,972,574014237,7,8,801
Shira Dahan,972,577793578,28,143,1224
Yarden Biton,972,502471081,10,55,668
Roi Mizrahi,972,593815594,5,108,474
Barak Koren,972,500856731,27,153,728
Dana Dayan,972,502288438,11,143,1106
Noa Dahan,972,590464803,4,195,1438
Yarden Shapira,972,520504885,29,36,1005
Lior Elbaz,972,543156229,26,2,22
Daniel Cohen,972,564465367,5,6,440
Kfir Kimchi,972,545801682,28,68,276
Gadi Mizrahi,972,532719120,19,75,1119
Omer Malka,972,531316531,2,135,254
Omer Halimi,972,523081239,5,96,964
Tal Dahan,972,567895041,30,163,1299
Yuval Ashkenazi,972,587091940,19,158,914
Daniel Kaplan,972,589132976,7,180,254
Ilana Dayan,972,547707608,12,193,60
Rotem Avraham,972,518340506,8,107,833
Yona Ashkenazi,972,559331862,26,67,1081
Barak Shmueli,972,511084117,20,170,1312
Dalia Shapira,972,564745039,14,168,48
Lior Alfasi,972,505040666,12,193,1413
Aviv Alfasi,972,517451247,1,79,22
Alon Haddad,972,576134354,16,62,767
Hadar Gold,972,574039182,8,30,3
Ariel BenAri,972,591154773,14,55,322
Sharon Gold,972,528902650,19,17,821
Tal Avraham,972,555867425,18,104,1207
Hadar Avitan,972,591245658,25,152,715
Dor Haddad,972,542138695,9,33,352
Alon Tzadok,972,500135452,1,24,1368
Lior Koren,972,525105150,25,127,1117
Tal Shalom,972,541462307,11,41,445
Aviv Golan,972,503724142,26,101,101
Lior Mizrahi,972,513737779,1,83,1414
Dor Sela,972,543112179,21,48,1386
Daniel Koren,972,528544304,17,190,1439
Maya BenAmi,972,565307222,20,166,481
Kfir Moyal,972,576523879,14,90,409
Dana Golani,972,516979218,17,169,1428
Kfir Peretz,972,543403513,25,37,258
Dor Derby,972,593430984,1,200,183
Daniel Golani,972,540487695,3,146,1077
Leah Shapira,972,503401559,25,124,599
Michal Golani,972,523687184,13,181,440
Alon Ninio,972,529927894,9,162,235
Tamar Melamed,972,598751311,4,7,1252
Yossi Sela,972,526185990,27,141,1369
Erez Azoulay,972,542710689,21,130,1295
Lior BenAmi,972,563989690,30,116,607
Dor Halimi,972,515919476,8,25,745
Rina Dayan,972,557284020,23,33,58
Shelly BenAmi,972,539778520,14,39,1075
Daniel Halabi,972,548516287,6,32,717
Eli Haddad,972,511671994,12,85,957
Ronen Golan,972,577235327,14,197,1274
Yona Elbaz,972,543954496,28,116,1177
Leah Baruch,972,562599883,23,38,1394
Gadi Hazan,972,594909961,12,142,1067
Kfir Dayan,972,593584229,0,129,927
Ilana Ninio,972,538513143,10,200,1278
Or Cohen,972,511337372,9,148,917
Vered Avitan,972,557383323,15,118,924
Lior Hazan,972,550879669,3,37,155
Alon Gabbay,972,515164131,26,184,774
Asaf Tal,972,545606320,16,6,458
Kfir Azoulay,972,542640668,21,108,531
Dalia Gabbay,972,577077752,19,3,618
Dana Dahan,972,543429971,15,22,547
Erez Baruch,972,561339834,23,48,450
Alon Gabbay,972,563072992,16,180,1158
Erez Haddad,972,572244713,4,155,1421
Daniel Malka,972,526721362,25,159,1273
Michal Shalom,972,514078081,12,129,1010
Shira Hazan,972,503543326,18,191,360
Shira Halimi,972,520742326,11,142,749
Ariel Koren,972,552437278,18,150,1125
Erez Koren,972,512560296,0,35,211
Dor Dahan,972,520124665,4,139,1426
Asaf Shmueli,972,547093705,27,88,290
Noy Derby,972,578771198,28,172,1410
Adi Shalom,972,555754253,17,119,725
Hila Hazan,972,585607963,1,40,1021
Yona Golan,972,521895639,27,4,535
Daniel Shmueli,972,546770870,16,97,496
Ilana Biton,972,547747178,5,159,13
Yarden Gabbay,972,588930817,22,13,335
Sharon Azoulay,972,555725242,12,77,1064
Idan Mizrahi,972,590831614,29,92,306
Dana Hazan,972,547919163,13,195,426
Dalia Moyal,972,579826233,10,62,943
Yuval Kaplan,972,540789826,21,80,859
Shira Malka,972,576109134,8,200,124
Idan Haddad,972,563457290,17,134,215
Shelly Malka,972,561885950,7,28,971
Itay Gabbay,972,597775888,10,81,721
Eli Mizrahi,972,560417971,19,45,1153
Or Dayan,972,521950562,18,50,125
Shai Kaplan,972,564395731,12,111,532
Ilana Sharabi,972,502372199,28,65,159
Vered Sharabi,972,548248215,4,196,660
Idan Tzadok,972,521383075,16,14,470
Gadi Lupin,972,536134196,8,16,861
Omer Shalom,972,530298774,5,196,404
Yoav Moyal,972,524803975,20,148,908
Hila Sharabi,972,534299384,3,12,1119
Gadi Dayan,972,585642949,22,51,1117
Eli Levi,972,556145925,29,110,1315
Talia Alfasi,972,576902937,18,80,395
Vered Avitan,972,569434939,15,145,348
Yoav Golani,972,528639685,18,4,708
Ilana Cohen,972,505595381,16,194,1247
Noy Shapira,972,546970229,23,105,551
Shai Kaplan,972,582131310,12,159,890
Ronen Halabi,972,550839985,2,192,860
Roi Avraham,972,559796971,20,197,225
Yael Sabag,972,523369932,13,117,391
Yona Lupin,972,555159563,23,126,470
Vered Golan,972,523400613,24,81,737
Leah Derby,972,521423851,16,97,646
Ilana Sultan,972,567899465,9,31,466
Lior Sharabi,972,592086218,6,117,926
Ilana Lupin,972,564288716,1,180,267
Asaf Baruch,972,570934639,28,42,1441
Hadar Lupin,972,512664543,5,13,906
Rotem Lupin,972,571796924,12,183,696
Hila Koren,972,528865815,20,93,1097
Hila Kaplan,972,599170109,10,90,611
Maya Melamed,972,504174098,7,77,860
Talia Dayan,972,522907795,26,4,179
Ariel Shmueli,972,540531143,4,81,1444
Rina Amar,972,565682417,16,90,211
Omer Elbaz,972,542772719,30,111,603
Yossi Ninio,972,509282966,13,34,233
Noy Tal,972,587491445,28,43,504
Eli Gabbay,972,572418100,4,1,1086
Tal Haddad,972,596813627,15,93,745
Alon Shalom,972,548731760,19,195,633
Roi Lupin,972,581583724,27,117,159
Barak Gabbay,972,581259463,9,97,1105
Tal Halabi,972,592032890,20,103,464
Noa Ninio,972,512680279,17,67,1312
Talia Hazan,972,552019987,13,112,211
Daniel Biton,972,527487937,14,76,262
Yael Dayan,972,520352395,2,155,1093
Rotem Kimchi,972,535226989,9,2,424
Michal Lupin,972,577284571,5,54,431
Shai Halimi,972,507073804,2,3,814
Adi Avitan,972,574633278,24,102,1313
Vered Golan,972,583318974,3,153,1213
Gadi Baruch,972,540340829,27,38,393
Yona Cohen,972,562544038,3,158,1243
Omer Elbaz,972,514077643,23,26,110
Omer Kimchi,972,512722162,7,163,97
Itay Alfasi,972,541657478,7,83,219
Yael Tal,972,520071871,29,97,1208
Vered Halimi,972,540129019,3,3,140
Tamar Baruch,972,579353454,29,26,912
Yarden Alfasi,972,577362796,9,7,1175
Kfir Sultan,972,555874509,25,80,313
Lior Malka,972,581720651,22,103,961
Roi Halabi,972,578597602,16,95,1171
Omer Mizrahi,972,534502226,25,148,246
Sharon Dahan,972,574645534,12,84,382
Yuval Mor,972,534030224,25,133,293
Vered Golan,972,578568685,18,64,1263
Erez Moyal,972,570317393,13,150,1323
Shira Kimchi,972,595912769,20,189,526
Or Shalom,972,593264342,8,185,232
Adi Golan,972,563948384,16,61,1081
Dalia Shmueli,972,599729959,30,116,29
Talia Weiss,972,576509618,16,117,997
Yona Ashkenazi,972,592609667,30,105,1007
Talia Gabbay,972,580452934,29,90,230
Erez Levi,972,592756780,7,151,1162
Ilana Hazan,972,540598414,0,73,829
Rotem Koren,972,555054458,13,135,609
Erez Shapira,972,555493474,28,4,1064
Nadav Moyal,972,584266528,21,94,703
Idan Malka,972,509581892,1,47,587
Ronen Ashkenazi,972,582652217,4,35,1138
Rotem Cohen,972,543603190,30,166,997
Gadi Halimi,972,582752137,30,161,352
Lior Kaplan,972,568912969,3,172,440
Kfir Koren,972,571374989,25,124,590
Yuval Gabbay,972,575223457,23,89,178
Hila Halimi,972,506839898,16,127,528
Shira Elbaz,972,528775447,13,40,432
Michal Haddad,972,598007835,8,105,438
Gal Golan,972,524315791,0,73,1495
Ronen BenAri,972,560645282,11,135,42
Dana Haddad,972,503601672,12,54,1170
Kfir Azoulay,972,536658545,22,34,1050
Yona Ashkenazi,972,513195268,3,185,1042
Shai Shapira,972,583644364,1,68,800
Gal BenAmi,972,587459519,17,94,222
Ariel Cohen,972,522433561,20,166,1003
Shelly Levi,972,530086608,8,140,37
Tal Derby,972,517525427,9,180,1080
Tal Shmueli,972,573826393,14,190,346
Barak Golani,972,529195704,25,173,706
Rina Weiss,972,542792657,29,140,926
Yuval Baruch,972,545767385,11,46,957
Leah Weiss,972,529099872,30,174,327
Lior Elbaz,972,539100130,0,185,1416
Yossi Lupin,972,544492082,16,97,638
Shelly Avraham,972,576007052,12,142,215
Shelly Sharabi,972,563778700,1,56,575
Or Melamed,972,525800780,14,66,874
Shelly Golani,972,536448349,4,112,716
Tal Malka,972,546151902,12,161,462
Yossi Sultan,972,510093251,7,126,661
Shelly Tal,972,507561699,6,78,1447
Rotem Sabag,972,523248104,2,151,22
Ariel Amar,972,554140377,10,124,545
Lior Dayan,972,574678906,11,88,643
Talia Gabbay,972,589085712,5,57,1377
Daniel Halimi,972,561616168,2,21,1160
Michal Mizrahi,972,508913770,17,47,872
Kfir Cohen,972,597572920,7,142,924
Roi Ninio,972,507826221,7,15,1165
Dana Sharabi,972,577048138,9,183,738
Gadi Dahan,972,554593160,29,99,925
Noa Shmueli,972,587971305,13,100,102
Tal Lupin,972,546395165,13,56,1465
Michal Mor,972,563611826,25,116,1073
Rotem Amar,972,501156458,26,17,15
Alon Levi,972,573925124,28,34,74
Lior Sultan,972,560821647,30,145,880
Leah Sabag,972,549222319,19,142,1163
Leah Avitan,972,592760244,23,156,35
Rotem Ashkenazi,972,554622174,12,155,1176
Shelly Ninio,972,532491650,10,127,956
Yona Sharabi,972,581759103,4,190,1314
Yarden Alfasi,972,572483495,14,99,1078
Eli Shalom,972,562071548,9,101,1382
Asaf BenAri,972,514485598,16,22,623
Shira Alfasi,972,594155321,25,148,101
Ariel Avitan,972,525815549,6,123,206
Gal Sasson,972,587244664,19,166,1105
Nadav Mor,972,553162549,26,163,1372
Shelly Avraham,972,505039977,29,76,288
Or Alfasi,972,590960147,8,46,956
Yarden Biton,972,524123234,8,98,1055
Yael Sasson,972,545476444,4,39,656
Kfir Golan,972,594167356,7,30,331
Shira Azoulay,972,588165224,11,100,726
Omer Mor,972,517164884,16,181,1115
Talia Hazan,972,525406768,4,95,1220
Ronen Sela,972,529358813,25,109,1328
Noa Shmueli,972,565304320,19,86,190
Itay Gabbay,972,546177424,30,161,1229
Yossi Mor,972,527225824,14,127,770
Shai Haddad,972,547167673,17,8,1363
Alon Levi,972,584516178,9,36,585
Dalia Peretz,972,590653600,18,147,383
Yona Sharabi,972,531227997,24,186,1159
Roi Dayan,972,587467346,27,175,530
Adi Avraham,972,569372895,21,159,175
Or Levi,972,520548400,26,92,65
Sharon Weiss,972,596677108,0,7,676
Ronen Tal,972,570935081,12,14,417
Noa Kimchi,972,532663083,28,49,679
Tamar Lupin,972,506394972,27,31,1386
Dana Halimi,972,530844182,21,40,1059
Adi Amar,972,546436341,25,183,1017
Rotem Kimchi,972,569434024,23,82,1311
Asaf Gabbay,972,589745692,16,137,1226
